Pos_x,Pos_y,Pos_z,m_x,m_y,m_z
-2638218.0,5564057.0,1644870.8,2.7149108e+20,-2.3106425e+20,1.4529364e+20
-2618271.8,5419339.5,1616258.1,4.527005e+19,4.265704e+19,-1.4762462e+20
-2795516.8,5392627.5,1576315.8,-9.18622e+18,-7.401052e+18,7.389097e+19
-2613176.5,5557841.5,1583463.0,-2.110567e+19,-6.417579e+19,-7.1787594e+19
-2828955.2,5373847.5,1686709.2,-1.6562385e+20,7.0793274e+19,1.8495652e+20
-2763233.0,5383723.5,1516447.0,-2.0145855e+19,-4.862967e+19,3.7859194e+19
-2712639.8,5467166.0,1560730.0,-1.35335385e+20,-1.2025501e+20,-1.2202675e+20
-2744164.2,5452957.0,1467062.6,1.4569849e+20,-1.1018082e+19,-1.4790154e+20
-2644699.5,5493565.0,1657682.6,9.775711e+19,-1.6293001e+20,7.2859406e+19
-2730872.8,5502365.0,1597454.6,-2.6256656e+20,-1.9582022e+20,-1.0715774e+20
-2868822.8,5443726.5,1538077.6,8.394241e+19,1.2722549e+20,2.8823618e+19
-2747659.5,5469986.5,1631526.6,-2.0005765e+20,-4.2341375e+19,9.467711e+19
-2735102.5,5487168.5,1448894.8,-1.6476453e+20,-6.1494023e+19,5.0435456e+18
-2650023.0,5526630.5,1406338.5,1.262223e+20,-6.030763e+18,-1.5461422e+20
-2726865.8,5461588.0,1595292.9,-2.375103e+19,9.714943e+19,-3.739746e+19
-2724619.8,5383596.5,1607868.9,3.972996e+19,-9.231959e+18,-2.3792955e+20
-2789293.8,5450970.0,1603015.8,-7.01455e+18,6.471739e+19,-6.843876e+19
-2660143.8,5415773.0,1696796.8,7.740892e+19,1.4557648e+20,1.5134362e+20
-2682283.8,5492909.0,1623279.1,9.258747e+19,-1.7649753e+20,9.72663e+18
-2878824.5,5409674.5,1589926.4,9.247468e+18,-3.3267374e+19,-8.274576e+19
-2613043.2,5556298.0,1498626.9,-9.29045e+19,-3.4380086e+19,-1.0947611e+20
-2822690.8,5399465.5,1414283.2,-1.3613406e+20,-1.5858565e+19,3.7344627e+19
-2833364.8,5373906.0,1643482.4,1.5227904e+20,-3.7220386e+19,-7.821444e+19
-2820101.0,5436297.0,1461825.2,1.0045344e+20,6.2256336e+19,1.0576418e+20
-2636442.8,5570237.0,1515914.1,-1.8761737e+19,-2.9421423e+19,-1.3496169e+20
-2672286.2,5558160.5,1499248.6,8.7799575e+19,3.5587754e+19,-5.879701e+19
-2673059.5,5467220.5,1576459.5,-1.4486325e+20,2.8036203e+19,-1.1811423e+20
-2748084.2,5378506.0,1561462.4,-1.0717275e+20,1.4420054e+20,1.6722428e+19
-2636094.0,5550217.0,1679720.2,2.5605437e+20,1.7059706e+20,7.1130213e+19
-2789215.2,5426692.0,1703653.0,1.1129519e+20,-2.7318464e+19,9.304299e+19
-2619442.8,5557311.5,1671570.6,3.9096025e+19,5.876835e+19,-6.947169e+19
-2730895.8,5353610.5,1697691.2,-6.179625e+17,1.7845375e+20,6.277202e+19
-2737159.2,5491771.5,1456694.5,2.8463126e+19,-1.0514368e+20,1.3910282e+20
-2782278.0,5395154.5,1698063.5,-1.744201e+20,3.7935152e+19,4.2706593e+19
-2768622.5,5414349.0,1413919.2,-1.7935295e+20,-1.129598e+19,1.4221874e+19
-2855462.0,5433321.0,1480074.8,1.5753972e+19,-5.9162865e+19,9.870113e+19
-2848080.0,5424119.0,1404476.4,-1.8963864e+19,-1.3458332e+18,-9.370768e+19
-2664979.5,5452793.0,1611132.6,-1.0756606e+20,-2.3615489e+19,-2.6686806e+20
-2795665.8,5444777.0,1703953.6,4.485844e+19,2.9899517e+19,-5.566605e+19
-2623378.5,5499996.5,1597207.2,1.13257825e+20,-3.8627726e+19,6.751713e+19
-2593043.0,5553114.0,1459640.5,1.14272305e+20,-1.4410272e+19,2.116712e+19
-2775241.5,5384795.0,1550581.0,3.1624472e+19,1.0718954e+20,5.2429623e+19
-2716919.0,5444278.0,1583144.1,-6.032477e+19,3.6848032e+18,2.737216e+18
-2767426.8,5540829.0,1496092.2,-1.0164698e+20,1.1722145e+20,1.0666242e+20
-2843562.8,5402808.0,1511083.4,1.35658035e+20,4.192958e+19,-2.972824e+19
-2771347.8,5477343.0,1651461.2,-1.8936159e+20,8.752814e+18,1.3936795e+19
-2766092.5,5459294.0,1593815.9,-1.7608573e+20,8.846654e+19,-1.8855502e+20
-2842745.5,5435955.0,1458847.8,1.6986445e+20,8.599457e+19,8.328665e+19
-2795670.5,5384735.0,1517169.6,-2.3863325e+18,1.27002855e+20,7.982715e+19
-2728388.0,5435960.0,1535454.9,-3.6258296e+19,-1.8388422e+20,-1.6364938e+20
-2613934.5,5467361.5,1579952.2,1.6842734e+19,2.6349954e+19,-1.5614295e+20
-2688515.2,5577014.0,1432306.6,-4.1557247e+19,-6.8534306e+19,-3.797674e+19
-2836618.8,5403502.0,1590372.1,1.859171e+20,1.9620277e+20,-5.379987e+19
-2548575.2,5439396.5,1683864.5,-7.6785274e+18,-1.8013931e+19,-1.6165479e+20
-2744473.8,5525196.0,1446909.1,-6.8015134e+19,7.557978e+19,-2.5308724e+20
-2616691.2,5480897.5,1641770.6,1.26847e+20,-2.3005089e+20,5.2947092e+19
-2860707.0,5406309.0,1724080.1,-7.5119145e+19,1.2704019e+20,-7.475993e+19
-2788302.2,5421478.0,1609476.5,1.6556538e+20,-8.1590475e+18,-6.4851456e+19
