Pos_x,Pos_y,Pos_z,m_x,m_y,m_z
-2677125.0,5468862.0,1457145.0,-1.2825412e+20,1.1622721e+20,-1.3022431e+19
-2792700.8,5419905.5,1616757.9,2.4143274e+19,7.0803676e+19,5.9261517e+19
-2810220.8,5415905.5,1610309.8,1.0682594e+20,1.0822776e+20,-1.6485942e+20
-2791371.5,5553314.0,1436369.4,1.0792685e+20,-1.4433995e+20,1.65476e+20
-2770175.2,5414358.0,1639494.8,-5.396844e+17,1.5552e+20,-2.6902701e+20
-2804279.5,5350632.0,1724793.2,-6.258483e+18,-1.1730675e+20,1.1017406e+20
-2589887.2,5511566.5,1434434.9,1.3157436e+19,1.2123286e+20,2.2170176e+20
-2692069.0,5536715.0,1533209.2,2.943854e+20,-3.7430768e+20,-1.3024241e+20
-2582956.2,5503955.5,1454392.9,-1.7048298e+19,9.41742e+19,8.043817e+19
-2657393.5,5539142.5,1649915.8,1.640174e+20,-2.2609068e+20,4.2424964e+19
-2789096.0,5456246.5,1472971.0,-1.7851857e+20,8.078957e+19,5.0690934e+19
-2744473.8,5345597.5,1698003.1,-3.6110854e+20,1.943326e+19,-1.808008e+20
-2814352.8,5383830.0,1401914.2,-7.1815117e+19,4.5694076e+19,1.6140732e+20
-2726619.2,5414337.5,1401401.0,7.8340925e+19,2.9209606e+19,-2.1473404e+20
-2609878.5,5524821.5,1661220.1,1.0169687e+20,-1.6259581e+20,-1.4110748e+20
-2811905.2,5335617.5,1674821.2,4.971647e+19,-6.9566584e+19,-1.4963225e+19
-2831488.5,5460264.5,1589052.8,5.824108e+19,2.658102e+20,7.576824e+19
-2634130.5,5425427.0,1630298.5,-4.728053e+19,-2.7358114e+18,-4.703922e+19
-2730462.8,5438245.0,1565092.2,-8.787354e+19,5.2783837e+19,1.6871141e+19
-2873457.8,5431236.0,1605735.8,-4.159258e+19,6.8501496e+19,-1.8768334e+19
-2797612.8,5449695.5,1473712.4,5.385822e+18,1.4136267e+20,9.829963e+19
-2791883.0,5361175.5,1554331.1,-1.1220233e+20,1.721203e+20,-1.9531555e+19
-2692157.0,5451576.5,1406028.8,2.0869675e+20,-5.6105545e+19,1.5046806e+19
-2712365.0,5458639.5,1412884.9,7.2496044e+19,1.4825636e+19,1.2907836e+19
-2737368.5,5435878.5,1501055.2,6.5933204e+18,3.6023104e+18,1.167264e+20
-2662653.2,5526654.5,1624983.9,1.1440515e+20,-1.3000257e+20,1.0303364e+20
-2799157.2,5457376.5,1701753.0,-7.0082185e+19,-9.367876e+18,-3.470362e+19
-2725755.2,5457078.5,1620137.8,-1.8628693e+20,-4.8514807e+19,4.5643296e+19
-2784691.0,5476437.5,1647119.9,-2.5425158e+20,2.3098971e+20,5.1774067e+19
-2684534.0,5524077.5,1636827.6,-1.7383583e+20,-1.951796e+20,-4.6159706e+19
-2618993.8,5505069.5,1672770.5,4.519905e+19,-1.3375854e+20,2.1899696e+20
-2705073.8,5437564.0,1613583.8,-6.6890505e+19,8.3127356e+18,-1.0547039e+20
-2656976.8,5422903.5,1558092.6,-5.934093e+19,-1.5044988e+19,-2.3123664e+19
-2835187.2,5469222.0,1531059.5,6.211979e+19,1.859538e+20,2.4845119e+19
-2777737.2,5374699.0,1707989.0,4.1110454e+19,-1.8727445e+19,1.3043324e+20
-2758959.5,5396552.0,1464822.0,1.9510266e+20,4.386569e+19,1.9563668e+20
-2644145.0,5564094.5,1597003.4,1.8829768e+20,6.800655e+16,-1.0599483e+19
-2553392.8,5465818.0,1633225.0,-4.345163e+19,8.827111e+19,6.5442308e+19
-2781999.0,5529530.0,1511584.0,-1.0485979e+20,2.2122455e+20,4.1520484e+19
-2632171.5,5417913.0,1662076.2,-3.0039007e+19,-7.815275e+19,1.2890624e+19
-2843981.8,5399331.0,1570164.8,1.6349521e+19,2.0048847e+20,1.6213122e+20
-2815339.8,5305127.5,1674894.6,6.010904e+19,1.1439492e+20,-1.4845805e+20
-2647108.8,5462972.5,1507087.2,5.1450464e+19,6.0443695e+19,-6.3674225e+18
-2776059.5,5357059.5,1690802.1,-1.2606088e+20,9.246301e+19,8.133899e+19
-2841258.0,5436799.0,1713832.9,-6.1794515e+19,-5.086038e+19,-1.4923657e+20
-2766985.0,5479385.0,1607870.4,-4.3669105e+20,2.0078653e+20,-6.5646175e+19
-2867668.5,5463519.5,1440515.9,8.342094e+19,-1.0094247e+20,5.621864e+18
-2864125.2,5467871.0,1552223.4,-1.4977772e+19,2.3538859e+20,-2.7029598e+19
-2736747.8,5445450.5,1482503.1,-2.2588972e+19,4.14329e+19,1.7595729e+20
-2774968.2,5408305.5,1486256.6,-5.0183136e+19,4.1251715e+19,-1.486496e+18
-2774986.8,5501034.0,1495906.9,-1.3706676e+20,1.9418577e+20,1.4042069e+20
-2629310.2,5600472.5,1425294.0,-9.728071e+19,-2.0429732e+20,-7.6249715e+19
-2686842.0,5422891.0,1679842.1,-3.1488458e+19,-6.278806e+19,-9.6230005e+19
-2750034.2,5407410.5,1543012.1,-8.127965e+19,5.558735e+19,3.290813e+18
-2719377.2,5433908.0,1581854.8,-9.017922e+19,-1.2260262e+19,5.9454363e+19
-2719305.2,5540814.5,1526003.2,-2.3388138e+20,-1.4006208e+20,-1.5051164e+20
-2835397.5,5371691.5,1730233.8,5.576668e+19,-4.432721e+19,-2.606437e+19
-2788179.8,5346375.5,1713353.0,1.0602539e+20,7.428025e+19,9.427796e+19
-2804862.5,5363484.5,1713370.5,6.948764e+19,8.823622e+19,1.5315877e+20
-2651977.5,5411583.0,1606113.2,-3.6934975e+19,-9.453568e+19,-5.7295846e+19
-2764480.8,5466599.5,1642148.0,-1.8755485e+20,9.7687615e+19,-9.819591e+18
-2812552.8,5377932.5,1505761.9,-1.4229615e+19,8.532752e+19,-5.6950755e+18
-2855128.5,5418782.0,1587041.8,3.796694e+19,7.145025e+19,-1.9422e+20
-2799814.2,5513345.0,1512465.1,-3.301723e+20,4.0405276e+20,2.6778877e+20
-2669603.8,5552660.5,1656179.9,1.1701497e+20,-1.8108592e+20,1.3479755e+20
-2734471.8,5385443.5,1651114.4,3.3787284e+19,-9.167802e+19,-4.1203094e+19
-2619586.5,5559444.5,1432927.9,-2.0612696e+19,1.9618674e+19,7.995558e+19
-2722821.8,5514633.5,1488702.6,-1.0026261e+20,8.877071e+19,9.024823e+19
-2790400.0,5493023.0,1490375.0,-2.0692835e+20,3.781029e+19,1.0715961e+20
-2861019.0,5411884.5,1617374.0,1.3026753e+20,-3.3659657e+19,-8.5376435e+18
-2813843.2,5432637.5,1636673.1,-5.1444614e+19,1.1795274e+20,9.127917e+19
-2713553.5,5437747.0,1666515.9,-3.5150468e+19,4.0304855e+19,-7.607383e+19
-2785685.2,5402676.0,1401522.9,-4.9584113e+19,-5.433178e+19,3.0802908e+20
-2725903.2,5512183.0,1482300.8,-7.1112907e+19,9.0364595e+19,8.876875e+19
-2830624.2,5346340.5,1544484.0,-3.2216615e+17,2.1680842e+20,-1.2665876e+19
-2880132.0,5449222.5,1544573.5,1.5352551e+20,1.0327827e+20,8.27399e+19
-2800349.2,5371420.5,1507343.8,-1.0372873e+20,9.036486e+19,-7.69455e+19
-2689492.0,5469810.0,1415957.4,5.467976e+19,3.7840647e+19,2.4921962e+19
-2677844.2,5409872.0,1640733.1,-1.1698399e+20,-2.0793496e+20,-2.857241e+19
-2643672.8,5481451.0,1524642.2,2.4946874e+19,5.6192728e+19,1.3411949e+20
-2831558.0,5464559.5,1645592.6,1.5328459e+20,6.7881425e+19,-2.280688e+20
-2838003.2,5415788.5,1589406.6,6.9307676e+19,1.874708e+20,-1.1096827e+20
-2843838.0,5411571.5,1412496.1,-3.2773513e+19,-1.5606911e+20,5.9668886e+19
-2783052.0,5536455.0,1511399.1,-4.324525e+20,4.380807e+20,-4.371567e+19
-2771622.5,5465721.0,1721390.5,-1.842684e+20,5.273085e+19,-4.8822173e+19
-2622198.2,5495531.0,1702379.2,2.065445e+19,-9.8754546e+19,-1.37496515e+20
-2812113.5,5363218.5,1509815.0,-5.2859457e+19,5.8892064e+19,1.29708965e+20
-2710083.2,5462066.5,1600009.2,-1.4373561e+20,2.1353787e+19,-2.407491e+19
-2610733.5,5447102.5,1570868.2,3.7549123e+19,7.409597e+19,-9.087192e+19
-2835528.8,5381316.0,1669681.8,9.476002e+19,6.6368246e+19,2.3713516e+20
-2748795.2,5343729.5,1701737.0,-3.6895173e+19,-2.3349232e+20,-3.024557e+19
-2838392.8,5438355.5,1440364.2,-4.1233265e+19,2.109226e+20,1.8875627e+20
-2627649.5,5409962.0,1668661.5,-3.1166354e+19,1.6933665e+19,-2.1108887e+20
-2799668.5,5476373.5,1601359.6,-2.0278464e+20,2.088499e+20,7.1706265e+19
-2810029.0,5506178.0,1481791.6,1.4465758e+20,6.026835e+19,1.7348473e+20
-2610116.8,5503328.5,1468267.2,-2.2197453e+19,1.010009e+20,-2.123564e+19
-2694553.5,5467954.5,1631309.5,-8.366916e+19,-3.6776839e+19,1.0803404e+20
-2712261.0,5572655.5,1622170.6,3.3446848e+20,-8.1491805e+20,-1.5209451e+20
-2793797.5,5447356.5,1598958.5,-2.2937384e+20,1.6674106e+20,-2.4357474e+19
-2661994.2,5485048.0,1716740.5,1.8718246e+19,-1.7120726e+20,1.2799081e+20
-2833599.5,5416127.5,1589998.1,-3.5116625e+19,9.250846e+19,4.5578645e+19
-2851983.8,5482789.5,1444757.8,5.033524e+18,-3.969487e+19,3.1005366e+19
-2732562.8,5533427.0,1473946.6,4.2409135e+19,1.3584982e+20,2.9915217e+20
-2722979.8,5480224.5,1440121.0,-7.52666e+19,-8.586695e+19,-2.5885406e+19
-2775878.0,5439684.0,1456268.8,-1.5629401e+20,-3.6791633e+18,-1.17195994e+20
-2831291.8,5447349.5,1623259.1,5.271946e+18,1.3406023e+20,1.445508e+19
-2723861.5,5386023.5,1599464.8,-4.5083552e+19,4.497877e+18,-1.3557482e+20
-2782367.2,5506170.0,1536419.5,-1.9501506e+20,-1.7988494e+20,-1.8751627e+20
-2696654.0,5538793.0,1474066.8,-4.9839437e+19,7.742085e+19,-7.3485816e+19
-2712971.5,5478961.0,1538513.5,-7.122074e+19,-2.4451254e+19,-6.2582667e+19
-2756133.8,5377777.0,1657025.2,9.103099e+19,-5.1283004e+19,-2.0961883e+20
-2850964.8,5468184.5,1558690.5,4.2356724e+19,1.8480201e+20,1.6493114e+19
-2744675.5,5357651.0,1633820.0,-4.230724e+19,-3.8864517e+19,-1.5009485e+19
-2603335.5,5548188.5,1507929.1,-9.900494e+19,-1.0085756e+20,-1.0063947e+20
-2791319.5,5475364.0,1625261.9,-4.384803e+20,2.1037244e+20,-5.131896e+19
-2683331.2,5425043.5,1679032.1,1.1221891e+19,-1.2089672e+20,-1.1743775e+20
-2735937.5,5526652.5,1491649.5,-2.0756985e+20,-5.39839e+19,1.398795e+19
-2593279.0,5475718.0,1547895.1,2.7109748e+18,3.3018438e+19,3.4408056e+18
-2792010.2,5388265.0,1434540.1,-1.346135e+20,9.814033e+19,-2.726311e+19
-2665896.2,5484021.0,1443320.1,5.920982e+19,4.031932e+19,-1.562608e+20
-2657741.5,5529006.0,1427102.0,7.371073e+19,-7.751408e+19,-1.807895e+19
-2716436.2,5550323.0,1450066.4,-1.1700412e+20,1.6993434e+20,-2.2187122e+19
-2688070.2,5504282.0,1615482.2,-1.5509007e+20,-2.241796e+20,-7.223972e+19
-2730091.5,5454541.5,1543452.4,5.8306634e+18,-1.4912648e+19,-1.3764387e+20
-2754761.0,5494874.0,1629237.8,-2.185411e+20,-1.861443e+19,2.0533072e+20
-2696252.5,5462928.0,1681944.5,-8.738221e+19,3.8753356e+19,-4.0650842e+18
-2671661.8,5449124.5,1654509.2,5.274262e+19,-1.0974288e+20,1.8609184e+19
-2721177.2,5453493.0,1737908.5,2.2476984e+19,7.455512e+19,8.957891e+19
-2786097.0,5468456.5,1659889.4,-1.5362375e+20,1.2381221e+20,-1.855234e+20
-2820761.8,5343293.5,1691495.9,-1.0531744e+20,1.8658908e+20,9.306677e+18
-2762843.8,5395442.5,1647153.1,-3.3975e+19,-1.9233231e+20,3.3008238e+19
-2695882.8,5491592.5,1492250.1,-1.4930946e+20,-1.5941965e+20,-6.573892e+18
-2773256.0,5333594.5,1623505.6,1.0841347e+19,-1.2425051e+20,-4.3751652e+19
-2608971.5,5483342.5,1620831.1,-1.2554594e+19,-6.807044e+19,-5.921643e+19
-2592751.0,5525621.0,1666870.2,2.1151661e+19,2.1677243e+19,1.19805e+20
-2593634.0,5500443.5,1638826.8,6.425913e+19,2.4266497e+19,-1.3070519e+20
-2606418.0,5469157.5,1491816.8,3.7927926e+19,2.1341252e+19,1.1661412e+20
-2646836.5,5424789.5,1550895.2,-1.10692154e+20,3.725205e+18,5.29221e+18
-2639959.0,5428695.5,1637487.0,-6.4100472e+19,-4.6839486e+19,-4.9985545e+19
-2584829.5,5536080.5,1597473.0,-1.8952498e+18,-1.9445626e+19,2.3841113e+19
-2695529.0,5384445.0,1705098.1,6.8600294e+19,-1.1054363e+19,6.7089767e+19
-2587189.0,5488681.5,1453770.4,7.598404e+19,4.334247e+19,-3.4864747e+20
-2598651.2,5451039.0,1683791.8,-6.9736727e+19,-2.1823927e+19,-1.1030878e+20
-2758503.0,5432076.0,1642204.1,-1.0068737e+20,5.254915e+19,-7.846271e+19
-2833334.2,5458756.0,1517155.2,-1.7113415e+20,1.7407517e+20,-1.6639132e+18
-2841836.0,5362195.5,1604841.5,-5.7491154e+19,-6.704407e+19,3.72151e+19
-2759168.5,5477198.5,1563793.8,-2.3176446e+20,3.3674817e+18,9.528043e+19
-2846364.8,5350841.5,1430731.6,-2.31697e+19,-6.330558e+19,-1.0706458e+20
-2730873.5,5452622.5,1591400.4,3.1852344e+19,-1.0859707e+20,-5.6777026e+19
-2680117.0,5364935.5,1696702.1,-9.276287e+19,-2.9757276e+18,1.02265515e+20
-2664310.5,5460283.5,1537605.0,9.323394e+18,3.1161222e+19,4.028364e+19
-2682285.0,5444367.5,1594559.1,-1.0295835e+20,-1.7227892e+20,-5.497544e+18
-2701583.0,5426897.5,1422866.2,1.0328929e+20,-5.5483507e+19,3.855933e+19
-2580041.5,5489753.5,1461452.1,1.0664256e+20,-1.4934037e+20,-8.255107e+19
-2827163.0,5390306.5,1447048.5,5.0752977e+19,-9.989622e+18,1.134215e+20
-2626470.8,5597680.0,1429901.2,2.117368e+19,1.2125571e+20,-3.3351842e+19
-2695552.8,5439706.5,1479335.6,3.6111801e+19,4.862263e+19,4.5379734e+19
-2831961.5,5437371.5,1488352.9,4.1340634e+19,6.685486e+19,-2.2083377e+19
-2714399.0,5518049.0,1536532.5,-9.530037e+19,2.8814666e+19,-1.5564732e+20
-2757733.0,5463411.0,1454432.5,-1.20215025e+20,-2.5162293e+19,-8.426098e+19
-2770347.8,5339597.5,1708418.1,-1.1209775e+20,-2.740182e+19,-1.0410985e+20
-2828759.0,5407086.0,1562441.0,-4.9861696e+19,1.6689067e+20,1.5423995e+20
-2873284.8,5425256.0,1530624.2,1.4750568e+20,-1.5253074e+20,5.8928783e+19
-2659640.5,5542257.5,1498389.5,-1.3807867e+20,-1.46663275e+20,3.092218e+19
-2664427.2,5538844.0,1523361.2,9.785746e+19,-8.487279e+19,1.1814538e+20
-2854400.0,5431145.5,1546202.1,5.810594e+19,3.9468953e+19,-3.5033449e+19
-2758646.0,5459897.0,1703457.5,-8.6951605e+19,-4.2004546e+19,-5.5682937e+19
-2710876.2,5425202.0,1553122.2,-1.5053741e+20,1.5767053e+20,-4.068247e+19
-2762593.0,5457610.5,1609601.2,-1.6597566e+20,3.7464647e+18,3.9648771e+18
-2861036.0,5513166.0,1431529.0,3.825095e+19,-4.52038e+19,5.6727636e+19
-2746212.8,5475886.5,1598357.2,-1.2252122e+20,1.2266135e+20,-1.0216324e+20
-2600755.2,5432513.5,1645119.0,1.8095605e+19,6.6627352e+19,1.0202149e+20
-2723166.5,5484462.5,1632465.1,-1.2538049e+20,1.6404277e+19,-1.4602242e+20
-2677877.0,5441415.5,1574338.4,1.7818525e+19,-1.1746898e+20,-3.6261594e+20
-2841093.8,5355188.0,1675198.8,6.698126e+19,-1.902195e+20,2.6350104e+19
-2767399.2,5437675.0,1721351.1,-3.937741e+19,1.4867063e+20,-1.2904472e+19
-2776669.2,5432967.5,1498097.0,3.5715172e+19,-1.4940333e+20,1.3702142e+20
-2796614.5,5442168.5,1657165.1,-1.116434e+20,2.234424e+20,-1.5373237e+19
-2664418.2,5468432.0,1493798.0,9.412973e+19,-8.679854e+19,-6.937671e+19
-2724756.2,5457447.5,1400850.4,2.9662908e+19,-1.0517347e+19,-4.998095e+19
-2746782.8,5491761.5,1443448.4,-1.44609625e+20,-1.1837886e+20,-3.1182807e+19
-2644459.5,5567594.5,1533725.4,4.1630114e+19,-3.3490275e+19,-6.038697e+19
-2774495.0,5519528.5,1526665.5,-1.7647183e+20,-5.692331e+18,-6.223465e+19
-2813436.2,5487851.0,1428111.5,3.0526148e+19,9.691993e+19,2.9117795e+19
-2701994.0,5483419.0,1459561.9,-1.2209885e+20,-1.3239e+20,1.5612745e+19
-2793728.8,5386692.5,1545918.6,-2.6515485e+20,1.1265827e+20,-1.563029e+20
-2774487.5,5380180.0,1637207.8,8.067758e+19,2.1386342e+20,1.098077e+20
-2694096.0,5497224.0,1628721.2,-1.3426974e+20,-1.4573638e+18,-5.936047e+19
-2740491.5,5506561.5,1653660.2,-2.8384788e+20,-2.2610769e+20,-2.6104783e+20
-2712798.2,5512282.0,1564684.4,-1.0377648e+20,-3.723462e+19,4.95546e+19
-2777658.5,5369187.0,1685009.1,-1.02903135e+20,1.5993625e+20,-4.9643205e+19
-2786606.5,5445146.0,1744826.1,1.7595124e+19,-1.1277246e+20,9.27213e+19
-2693287.8,5445739.5,1696535.2,-4.7042385e+19,-1.9759874e+20,-8.402004e+19
-2744974.5,5376037.0,1533109.0,-4.6179106e+19,-5.1898686e+19,1.2380142e+20
-2807776.5,5317047.5,1676049.1,-2.1354554e+19,7.1527388e+19,3.1478507e+18
-2794344.2,5424613.5,1534039.9,-2.0386202e+20,1.3201648e+19,-1.1745029e+19
-2764467.0,5398495.0,1585444.0,-2.5096772e+20,9.8046205e+19,4.780576e+19
-2598175.0,5480976.5,1579743.2,-3.0223024e+19,-8.0530475e+19,-1.4005452e+19
-2664546.0,5425792.5,1667926.8,3.800878e+19,-7.244633e+18,-6.8008154e+19
-2737343.8,5434277.0,1484130.6,3.9891324e+19,-1.7900989e+20,1.611527e+20
-2723960.8,5484450.5,1635010.6,-2.0087822e+20,-9.56571e+19,-2.3185224e+20
-2589720.2,5500907.0,1592391.0,-5.2757853e+19,-5.7817837e+19,-4.9233153e+19
-2624293.0,5474982.0,1618038.0,9.284345e+19,-2.074626e+19,3.31407e+19
-2805711.5,5396068.0,1499164.9,-1.9170481e+20,1.7947958e+20,2.8519597e+20
-2605041.8,5606827.0,1533333.1,7.2967924e+19,2.2009865e+20,1.0905734e+20
-2844526.0,5471298.5,1490071.6,-2.5049204e+19,1.9003336e+20,1.1245516e+19
-2581859.8,5485565.0,1422338.8,7.0318334e+19,2.9944205e+19,-9.642234e+17
-2764293.5,5418788.5,1493111.0,-8.331039e+19,9.944191e+19,5.398093e+19
-2725935.8,5461402.5,1520590.4,-1.47524e+20,3.3768815e+19,1.0629199e+19
-2624237.0,5479402.5,1576831.9,7.479695e+19,-2.7373296e+19,-9.135572e+19
-2698243.5,5378656.5,1716090.1,3.4150983e+19,-1.717316e+20,1.8906104e+20
-2638237.0,5575204.0,1427313.9,-7.988315e+18,7.0217293e+19,-1.0944396e+20
-2747432.0,5408433.5,1633435.6,-1.938308e+20,-1.1336471e+20,-1.7767747e+20
-2772028.8,5478633.5,1701067.8,-7.600895e+19,-1.8449088e+19,-3.5041167e+19
-2571707.0,5480053.5,1684262.0,-8.598724e+19,9.271814e+19,3.0459243e+19
-2598340.5,5542067.5,1437319.0,1.610118e+20,2.0590517e+20,1.4121824e+20
-2586290.0,5426405.5,1699505.2,-9.992497e+19,-5.928805e+19,1.3919991e+20
-2615232.5,5561966.0,1554262.2,-1.1188774e+20,-1.2530224e+20,-1.8652414e+20
-2658159.2,5393011.0,1675184.0,4.6791543e+19,-1.908874e+20,8.008897e+19
-2776143.8,5331443.0,1660845.2,-3.8855927e+19,8.754583e+19,-1.7592337e+20
-2773330.0,5479551.5,1519821.5,-1.5402833e+20,-2.4336458e+19,1.2760547e+20
-2722543.8,5432068.0,1604938.1,3.1150717e+19,1.3721949e+20,-1.858705e+20
-2804264.2,5373842.0,1684798.1,-4.356233e+19,-4.9459846e+19,-1.1879411e+19
-2622153.2,5549901.0,1410437.1,6.5519344e+19,-1.5432475e+19,1.3161946e+20
-2855333.0,5453112.0,1442452.0,-5.385205e+19,1.2744469e+19,1.16337645e+20
-2629399.0,5539770.5,1531655.2,-5.960922e+19,1.002599e+19,-5.3797415e+19
-2776956.0,5536762.0,1479694.4,1.0137848e+19,4.0571135e+19,8.118544e+19
-2636268.8,5558826.0,1425733.6,3.6425672e+19,-2.62786e+19,-8.401837e+19
-2752952.8,5474675.0,1665669.1,-6.734399e+19,-7.674557e+19,-1.3557942e+20
-2585278.2,5546494.5,1517233.4,6.033165e+19,6.2463247e+19,-9.0642015e+19
-2778716.5,5373791.0,1654160.0,4.7554256e+19,1.1228217e+20,-6.257488e+18
-2847673.5,5468983.0,1481193.1,-5.970636e+19,9.302588e+19,-3.21673e+19
-2807877.0,5347451.5,1612512.5,-9.436564e+19,-9.19396e+18,-1.9410286e+19
-2819567.0,5302412.5,1672289.5,1.23037445e+20,-8.060986e+19,8.031175e+19
-2690087.8,5395554.5,1637776.5,1.3058297e+19,-1.3777948e+19,2.7080668e+19
-2657544.0,5517053.5,1486508.2,3.0841587e+19,-1.2069166e+20,-1.12191475e+20
-2610340.2,5503852.5,1515626.0,-1.3205555e+20,-3.4505512e+19,-4.449173e+19
-2727852.8,5480040.5,1530416.5,-2.0828656e+20,-1.4662663e+20,3.715779e+19
-2755498.2,5481684.0,1502321.1,-1.4798165e+20,-4.6323727e+19,1.8133735e+19
-2839276.8,5517951.0,1561905.2,2.6378146e+19,5.0363054e+20,2.0385127e+20
-2596131.0,5492481.0,1423598.6,-1.7601053e+20,-1.0230921e+20,4.4715647e+19
-2801762.5,5488602.0,1566217.6,-4.197607e+20,1.8552035e+20,3.3523934e+20
-2733512.5,5470046.5,1558497.5,-1.13209605e+20,-1.1026649e+19,-1.3411724e+19
-2644036.2,5553805.0,1414397.0,1.5968359e+20,-3.7482153e+19,6.068947e+19
-2832206.5,5376504.0,1603760.4,-9.3046805e+19,1.4126371e+18,9.755421e+19
-2737670.0,5419619.5,1405037.9,1.1982727e+20,-8.565714e+19,2.4185998e+20
-2687529.5,5435005.5,1441534.1,1.9694642e+20,-4.0051827e+19,9.852134e+19
-2867724.8,5431523.5,1641094.9,-5.375055e+19,2.821645e+19,3.9470286e+19
-2741523.0,5399186.0,1579991.9,-9.670266e+18,-4.512523e+19,-1.34174055e+20
-2718789.5,5508007.5,1412091.5,-7.461834e+19,-1.663015e+20,-4.801243e+19
-2822084.2,5448799.0,1514457.5,-2.6426141e+20,1.854353e+20,-1.4873166e+19
-2708156.0,5424898.5,1519517.2,-2.8643307e+19,-1.6412616e+20,-3.1151858e+19
-2720871.8,5425237.0,1434898.8,1.2192525e+20,-1.6911835e+20,6.9748193e+19
-2763289.0,5403826.5,1421383.0,5.245282e+19,2.2883879e+20,2.8287175e+19
-2708445.8,5530040.5,1569856.2,-3.553306e+19,-1.955667e+20,-1.9878143e+19
-2637152.0,5456917.5,1509694.0,-1.2651079e+20,1.8885316e+20,-7.510602e+19
-2737092.5,5439331.5,1682614.4,2.5667688e+19,-3.5436094e+18,5.0891727e+19
-2823971.0,5416219.0,1578151.4,-6.1073864e+19,1.9530192e+19,2.3285224e+19
-2662083.0,5403100.5,1652978.1,5.5737367e+19,1.1349922e+20,-3.6000432e+19
-2627803.0,5531785.0,1558470.0,-7.358747e+19,-6.8073276e+19,-5.542582e+19
-2720728.5,5503388.0,1406461.6,1.525341e+20,3.0348166e+19,-6.692654e+19
-2699740.5,5570725.0,1414717.1,5.631192e+19,9.602806e+19,-7.3668565e+18
-2697093.2,5473926.5,1459370.9,-4.1662545e+19,5.920905e+19,-4.6541003e+19
-2813598.5,5397717.5,1511010.5,7.3156252e+19,5.4462343e+19,1.1502844e+20
-2692783.8,5476420.5,1649781.5,1.9227744e+20,9.70664e+19,-1.0069641e+20
-2700437.2,5525442.0,1466809.6,-7.8671895e+19,-2.327139e+20,-1.7488696e+20
-2669832.0,5459140.5,1486019.6,9.399892e+19,3.6970318e+19,-5.919808e+19
-2580227.0,5439086.5,1598278.4,5.498895e+19,-1.3540529e+19,8.043714e+19
-2641723.8,5478729.5,1487778.9,1.0986859e+20,-6.066628e+19,9.851531e+19
-2638385.5,5588303.0,1536464.0,9.353807e+19,-4.5657616e+19,-6.7772397e+19
-2712263.5,5501058.5,1465033.2,-7.0954098e+19,-5.803056e+18,-4.064461e+19
-2654463.0,5485426.0,1522676.9,-1.1936365e+20,-7.477369e+19,1.28953055e+20
-2643724.0,5460022.5,1696098.1,7.3042822e+19,-3.1399967e+19,4.7123784e+19
-2697798.8,5475237.0,1708453.5,7.829181e+19,6.670279e+19,-1.666099e+19
-2634074.2,5552464.5,1550667.2,2.5036174e+19,-1.2404808e+20,5.6067787e+18
-2689795.5,5393655.0,1606783.6,-7.2694704e+19,2.7433268e+19,-1.8927971e+20
-2772232.2,5406283.5,1481485.8,3.4203988e+19,5.938313e+19,-9.319777e+19
-2607103.5,5413111.0,1695744.6,5.751796e+19,-1.5851196e+20,1.3786307e+20
-2817358.2,5438591.0,1614533.5,2.550643e+19,2.3425574e+20,-1.3547556e+20
-2630476.2,5576587.0,1487498.0,-1.9750209e+19,-1.0263197e+19,-5.5109933e+19
-2687972.5,5473485.5,1430736.2,1.17427895e+20,-1.2584066e+19,-2.9246429e+19
-2584504.0,5532912.0,1584540.1,-1.1231804e+20,1.3511857e+19,-1.0012168e+20
-2661430.0,5523853.0,1503564.0,-1.22753e+20,6.4051483e+19,-1.2144595e+20
-2571381.8,5508218.0,1420192.0,-4.921933e+19,-8.386686e+19,-4.57679e+19
-2631443.8,5481740.0,1444947.5,-1.2695072e+20,1.1584247e+20,7.404802e+19
-2646191.0,5550249.0,1430000.4,-1.6379075e+20,8.433885e+19,-5.1735426e+19
-2639531.8,5445233.5,1612157.4,-8.136164e+19,-9.33113e+18,4.3374986e+19
-2625335.5,5503015.0,1668120.2,-1.910436e+19,2.349204e+18,3.9848962e+19
-2609032.0,5500390.5,1676590.6,-1.2804279e+20,1.648555e+20,9.355522e+18
-2774972.5,5496249.5,1495680.8,-8.712217e+19,-1.4249559e+19,6.8365623e+19
-2841046.2,5436160.5,1702223.5,-1.5208223e+20,4.390056e+19,-1.0257797e+20
-2819574.8,5330659.0,1584714.6,1.2399786e+20,-5.076208e+19,1.987256e+19
-2654116.8,5506169.5,1404797.6,-7.734476e+19,-3.587252e+19,2.2991272e+20
-2742804.2,5508169.5,1521127.0,-1.9054079e+20,-1.4719744e+19,4.924052e+16
-2690278.8,5484204.5,1585278.5,-1.482869e+20,-1.1429246e+20,-6.747964e+19
-2703605.5,5416639.0,1600097.6,-1.1876695e+20,-9.571622e+19,2.1216673e+19
-2675524.8,5521780.0,1561676.6,-1.659306e+20,-1.4374809e+19,-2.021523e+20
-2608323.2,5525230.5,1678870.9,-2.0606902e+19,-5.699972e+19,4.6022694e+19
-2709107.8,5466956.0,1454274.6,-9.289802e+19,1.3015261e+20,-3.7771637e+19
-2590044.2,5433773.0,1711697.0,-1.8135974e+19,6.1708093e+19,1.8105596e+20
