-2710930.49411277,5555769.95225318,1532124.78314718,-2714408.59908948,5562897.96647645,1534103.75315054,54.0247027305502,-33.4139363448232,1.33429862459249
-2710813.1333246,5555529.4335302,1533196.88745607,-2714291.09529205,5562657.15467091,1535177.24655058,53.4430787626844,-33.5901721769517,0.93683802666899
-2710695.68613094,5555288.73772819,1534268.94349637,-2714173.50923693,5562416.17428676,1536250.69405278,52.8566121694679,-33.9845191575625,0.490925244544512
-2710578.15679002,5555047.8735739,1535340.95365685,-2714055.84092748,5562175.02533094,1537324.09562495,52.2748642483415,-34.1605009603819,0.0934984126577891
-2710460.5495593,5554806.84979258,1536412.92033305,-2713938.0903671,5561933.7078104,1538397.45123489,51.7403870511455,-34.2053235877517,-0.279617694221637
-2710342.85593381,5554565.64895415,1537484.83863913,-2713820.25755917,5561692.22173205,1539470.76085042,51.1585207581579,-34.3810627997585,-0.676959818771678
-2710225.08442492,5554324.28850181,1538556.71340001,-2713702.34250709,5561450.56710287,1540544.02443934,50.6558051795909,-34.4909775594413,-1.17126794606844
-2710107.2265284,5554082.75100701,1539628.53972308,-2713584.34521424,5561208.74392979,1541617.24196946,50.1211476714723,-34.5354306583382,-1.54421026332935
-2709989.28650154,5553841.04519464,1540700.3200056,-2713466.26568401,5560966.75221978,1542690.41340859,49.7236438247174,-34.4048947037469,-1.89274013450352
-2709871.26860091,5553599.17978806,1541772.05665155,-2713348.10391982,5560724.5919798,1543763.53872454,49.27874719098,-34.4052677690807,-2.26552974496325
-2709753.16432338,5553357.13736102,1542843.74475818,-2713229.85992504,5560482.26321681,1544836.61788514,48.8704455887693,-34.2526029382814,-2.71085593631714
-2709634.97792571,5553114.92663729,1543915.38672782,-2713111.5337031,5560239.76593779,1545909.65085818,48.5626463226625,-34.0778715819784,-3.0590930979898
-2709516.70941129,5552872.54762384,1544986.98252832,-2712993.12525739,5559997.10014971,1546982.63761148,48.2015629779774,-33.7939400512925,-3.47979055259447
-2709398.36303594,5552630.00904251,1546058.53457045,-2712874.63459132,5559754.26585956,1548055.57811287,47.9254642056086,-33.684175558199,-3.94920215251075
-2709279.93029805,5552387.29347014,1547130.03793793,-2712756.06170829,5559511.26307432,1549128.47233016,47.6223195375019,-33.2909477109247,-4.24823285337789
-2709161.41545364,5552144.40962899,1548201.49503986,-2712637.40661172,5559268.09180098,1550201.32023116,47.3509224467802,-32.9627832198949,-4.66851859128231
-2709042.8185061,5551901.35752604,1549272.90584408,-2712518.66930503,5559024.75204654,1551274.1217837,47.1693334571587,-32.590635481548,-5.08865995289159
-2708924.13945886,5551658.13716829,1550344.27031847,-2712399.84979163,5558781.243818,1552346.8769556,46.8552924343304,-32.1750766891299,-5.48416000330612
-2708805.3825668,5551414.75727569,1551415.59088228,-2712280.94807493,5558537.56712237,1553419.58571469,46.5885485260983,-31.6284128061862,-5.8549679412447
-2708686.53933021,5551171.20042894,1552486.86260229,-2712161.96415836,5558293.72196665,1554492.24802877,46.3535040032267,-31.1467135149474,-6.34703898213493
-2708567.61400416,5550927.4753484,1553558.08789607,-2712042.89804535,5558049.70835787,1555564.86386569,46.1339993726807,-30.4688260107486,-6.69288752396012
-2708448.60659208,5550683.58204108,1554629.26673148,-2711923.74973931,5557805.52630304,1556637.43319326,45.9036702010883,-29.7687547360615,-7.13542595322742
-2708329.51709739,5550439.52051399,1555700.39907639,-2711804.51924367,5557561.17580919,1557709.95597932,45.5834021813988,-29.1123987563263,-7.5777096949885
-2708210.34552353,5550195.29077417,1556771.48489868,-2711685.20656188,5557316.65688336,1558782.43219168,45.3212205667755,-28.3470492141652,-7.89821291099084
-2708091.09187391,5549950.89282864,1557842.52416622,-2711565.81169735,5557071.96953256,1559854.86179819,44.9583242547151,-27.6033309850527,-8.31535920675922
-2707971.76040214,5549706.33539469,1558913.5193101,-2711446.33465353,5556827.11376385,1560927.24476666,44.6901049982681,-26.5975723190193,-8.68295237682573
-2707852.34261113,5549461.60105846,1559984.46537344,-2711326.77543385,5556582.08958428,1561999.58106494,44.3427676757976,-25.6577050148032,-8.95327472066609
-2707732.84275467,5549216.69853763,1561055.36478565,-2711207.13404175,5556336.89700088,1563071.87066085,44.0378874004136,-24.8048490105727,-9.24791537976138
-2707613.2608362,5548971.62783925,1562126.21751461,-2711087.41048068,5556091.53602073,1564144.11352224,43.5838264077823,-23.6462626498699,-9.66200488251079
-2707493.59685917,5548726.38897037,1563197.02352819,-2710967.60475408,5555846.00665086,1565216.30961692,43.1938598516838,-22.6190311672684,-9.90655844212476
-2707373.85082701,5548480.98193806,1564267.78279428,-2710847.7168654,5555600.30889836,1566288.45891275,42.718872088608,-21.4175575681479,-10.101296713401
-2707254.02274317,5548235.40674937,1565338.49528075,-2710727.74681808,5555354.44277029,1567360.56137755,42.387063511479,-20.2814792063878,-10.2234264351418
-2707134.1126111,5547989.66341137,1566409.16095549,-2710607.69461558,5555108.40827372,1568432.61697917,41.8803882565571,-19.0150653900829,-10.2956479976197
-2707014.12043426,5547743.75193114,1567479.77978637,-2710487.56026136,5554862.20541574,1569504.62568545,41.3628411939108,-17.7263709351513,-10.464279327156
-2706894.04621609,5547497.67231574,1568550.35174129,-2710367.34375886,5554615.83420343,1570576.58746423,40.8136529021236,-16.3728310736345,-10.5107630274472
-2706773.88996005,5547251.42457227,1569620.87678813,-2710247.04511156,5554369.29464388,1571648.50228335,40.3227231260517,-14.9106503725583,-10.4350613398848
